distortion,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0,9.49503800820312,-8.58927367796728,11.1471023516942,10.0885708645919,-1.82380642222735,1.99463762043713,-3.91486153547295,NA,-11.1543147118665,8.19711590088332,-2.59269032771157,10.6826212024328,4.25988996122283,3.17960768792621,0.623929033573475,12.4376655963177
0,12.6913698366754,5.08109108566701,1.71975824836798,26.9282274676328,-5.237910197696,NA,-10.6681813399809,-0.559816964359626,-5.61679048192102,6.46246786715767,8.28476404742526,14.1835617641319,2.72022971559022,-4.33146892712169,-12.4059038959161,-5.95832483932747
0,5.18228920491467,-0.397661001609791,10.1629052455156,NA,2.6181844754698,3.74110068646193,-11.1923865552606,-1.63159007106333,-0.338663376100712,-3.53071818907486,7.02112446168512,12.3069614974115,7.40182002094177,-2.6051099901627,1.87260950836995,-9.43470920459279
0,1.87332228456992,4.16286422421423,9.15508308898963,-8.13393934062074,-5.07508373079251,-2.75118180278569,-7.25009227685973,12.0455306208247,7.09479080822616,-2.94358245792982,6.5378689251835,18.4031557003333,16.8500823932735,1.65520090071608,-1.32626261795052,1.2284500052845
0,7.13092502413632,-3.36236091523112,9.37951583172173,6.00198906006105,2.36931585187799,10.4684112653922,-5.67406879456311,8.64904483016977,8.18438494877074,-0.0833633570518373,-3.52736493371982,16.484527116151,10.3852367095126,4.97212449973729,-11.9021399047131,24.6783671947102
0,-4.85849186197254,-8.72073970858709,12.3602981617474,1.18473254108167,10.2055907378337,-15.5006098432311,-5.68656944210495,-0.451890871305508,-0.600879341113085,-5.21606485343867,17.0649406588716,6.16801244934426,5.71141575483603,-9.25767912763132,-8.09983115406183,0.289881566686887
0,5.0999357741575,1.8159847867324,15.0662528902811,-1.23647540568872,-2.366052941769,-1.21035053646008,-1.02849424538435,6.02520460281184,-14.5489990678685,4.52127777794379,4.97170452076941,5.85791029295189,5.94444367658956,3.09382433127141,-10.4312647222222,13.1875469290486
0,2.94492780494087,2.05474167438472,-4.14037358064868,4.84227213516712,8.44722275958701,9.01092032979811,-5.4622781391309,-0.735784394760998,5.1321088418831,-3.38118384386036,1.80179509093983,18.317508690826,-2.82180062283589,-1.45141025615995,-2.58448960765267,-9.61896153070403
0,8.51619134692029,-1.47011155532248,9.86136680732709,13.3722714095884,-8.0775557390231,-0.783334382810366,7.3763389048615,-2.64319582652627,1.76285647616103,2.25980994053408,-3.21031332256995,7.4792306144971,0.959826810345987,-9.8309863913715,-9.58498923077714,-18.1940821787361
0,9.6275811922407,3.60569428148413,13.5018477013352,2.6679602677098,8.49132096427314,22.2824381259523,-3.08801676142738,9.70108996865217,10.3197059765184,-4.11274999711043,-8.18245849421349,0.402494088013569,9.48170365092861,2.64439485870624,-0.322942687695644,11.6215606683959
0,7.62208908137494,-2.62334962004228,3.79417024308859,-1.90294347892305,-9.59481728992547,-11.7701584085316,-5.40756087384113,2.80431977172522,-6.17768531340339,-7.07763110994716,14.0387108028627,10.8685093646905,4.09379471705738,-4.43344678551141,3.40992244624016,1.30498838910404
0,8.40123557006086,NA,16.6682075890577,1.9580539509623,7.81954211584551,-10.4177332893801,2.24917838020357,0.601804731506689,-4.5050240555338,3.17880574742377,0.111929576092393,-5.26347524887773,14.2398399386993,0.321139093533105,NA,4.81727874634623
0,1.10488619838154,-2.41074929840634,15.6889479481141,7.77219284710498,16.589310721166,3.02569165589982,-7.07762193404525,4.92174002862355,-6.9412891330681,-7.46552479139622,-4.43791869128287,3.74732708360135,NA,-13.2423012212564,-4.06568557205711,-0.320669928043898
0,-2.21752543133065,-7.23313489094087,7.12478395634593,-7.80637407013194,NA,8.85683119155051,-12.6936166135703,4.14172350869026,-9.81346630306641,-13.1456049561038,7.34406665890987,8.8143646774766,-15.2586954442905,-0.643750873661759,9.40960711100212,-0.824482696352007
0,1.94366138885417,-8.30712617219869,NA,3.23665127751319,-6.22582288731877,-12.4419568615334,-8.978234708682,2.84951931835526,0.836134393701698,13.1043012077115,0.72332986745738,9.17018524632425,16.3621351614971,11.6927992374095,-16.2835005275377,2.36751079979263
0,-1.23539378803099,12.8704003229698,8.05021775037154,-9.50611060069676,NA,-3.19216668228789,-26.0696761356674,2.9426532651445,-18.1646257093754,1.38159397570155,-10.393950175941,NA,10.5647731009314,-1.37857045850954,-10.9541181637924,29.743245798757
0,4.61531233773553,-0.768720428537293,18.2285651255121,20.5311910229561,7.16276349194692,NA,-12.459155228269,3.79294624068969,-4.87613909568204,12.8939971337356,-2.40432215644664,8.09329535540127,5.07907058156383,-12.5967890603373,-11.7120132242103,14.00166069257
0,4.27381468495872,-12.1308280826763,16.8366329047178,-4.00547611576168,2.81580728268024,-15.5275344406405,-1.84165880850007,9.32336148102218,-2.04054687372501,-1.54777504544542,16.5785515337657,NA,4.68730198137408,3.34680331377484,-3.17767789715516,20.7769927981165
0,-1.98785172261243,-0.992108425722122,20.0020004811107,0.0419732289803818,-0.502775885559387,2.25001627373959,9.53805643139023,-3.58295803250158,-4.56140000018998,-1.72573255313027,-16.1542105000777,8.38719938799872,15.9036078934222,-11.2935982866435,NA,-13.4614020011187
0,1.09612402040016,-1.18438830566591,NA,-3.60016633588822,6.79568743124273,-7.36033160953524,2.68440506718139,-2.76281987269049,-6.11657032270215,-5.453169021006,11.8476928364516,10.8807772268189,8.61553322054137,-4.81769675742265,NA,-14.2832584942325
0,6.11275343368767,-11.9088962613777,8.59542418227576,1.61645937498082,5.68786615646295,-18.3792010735626,-0.574600299551278,4.91958527399132,4.92221258000217,-5.70109789252344,17.4259774327455,12.43601339631,NA,-5.59263747818815,1.46298041894075,-3.84939677077828
0,5.14328497592115,-6.81824031442676,NA,-2.12705532856383,-4.94116522023825,-1.82366559219709,-8.46081114337187,5.17707321718976,-0.574017080690979,0.158687905932595,-24.2252699540029,16.2384374263946,16.8782675864734,6.96991021910087,-2.52011159561315,23.8619126214581
0,6.48632277446572,2.60700827908281,5.12019889204126,-6.33682416596758,-1.25810664982201,12.5232329900391,-9.67358000383374,-2.38172702818255,1.94056668293567,0.801842784823165,4.56497055142441,NA,4.40071552059771,-5.0061131456732,9.98871803760089,-13.0591665763411
0,0.0316959865216546,-10.0459824284786,NA,-9.83787747296742,1.77740781781642,12.3395163855211,-8.33965848211425,7.01554659281709,-9.54701551347696,10.9611036564489,6.69715810937986,5.32352711084805,1.67992593447215,-3.25878385183428,-8.47322991144381,13.1776726849455
0,2.9422278025551,2.53939402090089,3.51787279884283,0.820853524076043,1.46217627546213,18.9128259890453,-11.3427585373259,2.65230516343465,-3.57040763163273,6.91164786510375,-6.84281549734509,10.0634591657045,14.0020395518493,4.74860615583135,1.02630923455762,22.4558868368982
0,6.52932191682121,0.581852245619316,NA,1.0023299208078,-2.63299581477682,4.28576080419558,14.9573768202154,-2.78094803105882,7.1234567245107,6.98596294858169,-3.58548673932086,14.4614084732905,13.5594101733498,-6.00954440480271,-7.44344404683723,-13.9870477351819
0,-1.75525289145318,-0.698614104363685,16.9642813645615,-11.8262956083678,-2.96216418647738,-5.47097800935139,-1.16823464533229,4.03314064668818,-11.1399730032869,1.3843001360286,0.151404135681844,-9.23865172528769,3.74781188444057,NA,-1.41394404556854,-12.5752173830405
0,6.56121060990114,-1.45584470278172,14.8575380700559,-5.34828808712219,2.8321032527586,-16.225415815219,8.54769639302486,1.20956328956647,-19.5606161894426,-6.0879607033181,1.70222044375677,8.42117398342258,13.994170652818,-15.5073303787982,4.56752631478885,-15.2061149826321
0,2.24762898046347,-3.84490975983506,NA,-10.2475991850162,2.40040075992052,-24.0655383561953,0.370190483340565,-9.10730104194222,-7.44825479450137,-5.60790551164689,4.33989478597564,12.276066074022,11.4194729393958,4.88044980482226,0.23744956152126,-19.2593364310979
0,7.97275381762245,10.4941121200268,3.11461254737975,-5.98448239391784,-6.81140901534167,NA,-15.0207374576449,5.27426249020181,2.43801216962819,-1.4833076465428,-5.77643507122309,17.623756693635,5.66081214776679,3.04539906028377,-3.79105711183064,-1.25975014962594
0,-2.57084673937153,-8.11048611161074,5.40367788401554,-12.0948983494793,6.7413032397593,-8.99378357239846,-5.26312123519693,-0.0131244381693847,-2.0694903025345,8.0408895759835,-17.9560584517702,7.28573919376275,NA,2.08167946731737,-3.93351997390234,21.0195443504844
0,-3.80817051834966,3.26688289917598,4.74552133175327,-13.5678566339049,-0.901592497492302,10.4560849289877,-14.1275979925318,-2.53447318812204,-5.57174221377857,24.3466111424472,-9.19349251468898,11.5588321417913,1.77540639024028,-3.04356493311722,-3.20662559541314,12.1274703353234
0,1.98077475044639,5.62674469440684,8.01671861070329,-10.7330009605847,5.34730723039898,-5.78697694454216,-10.6044049399648,-1.65724083143598,-16.3173131972699,12.5546565706773,-4.15276621972249,7.73132392013099,2.06298103521868,-6.31507739393192,-0.950394190314853,6.1757004957386
0,-2.8263199572981,3.07664736412904,1.66259609474895,-5.2532125214895,-1.17909337613378,-11.695976457209,-22.9228715247269,-0.0737504143835821,-0.941528335767032,-0.660201449907746,12.2430258467404,11.4709817684372,-2.77735595170682,-4.22955193859346,8.75369601761946,-7.74447321038232
0,-5.40128308087873,1.22418532565305,4.76188543104672,-2.58160205634253,-2.22784663917939,0.569185303952764,9.20032774291212,2.83692045371235,-0.288314305427477,1.86259048726753,-11.219398969006,17.6625651924277,10.0266610563398,NA,-8.82978406975366,-18.6259989907748
0,-1.15289682429614,-5.62515026238974,14.7249143089022,-6.59166843351356,4.72764377521375,-7.29521796478641,8.21985504791377,-2.77776075945967,7.04101663892526,-5.92812953551295,7.84724017254253,0.955032732054534,0.983814952679211,-6.96490148479779,2.80595532311438,3.37089074885725
0,-0.193772487758622,-9.17102346314752,6.59212728991734,-4.07976937757397,-2.44799715427681,-1.33916738141119,-11.2697524275724,-6.36322619489685,-6.41372237184343,-1.71988162225571,0.58349332963239,-0.585477089454898,9.55433899850004,-22.2642916321678,-4.95702067847358,-8.25391331590946
