twoRateAIC,oneRateAIC,twoRatelikelihood,oneratelikelihood,group
33.4531779043258,46.1189723860691,1,0.0017768782600131,active
37.4027362982803,45.1347258153934,1,0.0209420797590221,passive
37.310205463414,44.6236226615921,1,0.0258173482795098,pause
32.7928408985787,37.2926716556463,1,0.105408143976165,nocursor
34.3441850803559,38.3550533972198,1,0.134601844482145,nocursor_NI
