,participant,rs,ls,rf,lf,MSE
1,p1,0.998988440626363,0.0375028197913147,0.220793324516813,0.384595111525878,48.4842043251162
2,p2,0.998392499332509,0.034360637041313,0.660185149478974,0.118251796233603,42.6220245597798
3,p3,0.834827811320088,0.132413957555835,0.834752940685463,0.567172377208013,90.6772784129119
4,p4,0.999999999936531,0.0481412556618332,0.502771148273004,0.528933302400863,37.0823363075396
5,p5,0.945549108030852,0.0386620139188667,0.183222770795446,0.188827432663077,56.3557038318084
6,p6,0.971265653933225,0.0627811475126656,0.228738851459189,0.198721720627182,79.4523004086357
7,p7,0.975333034735695,0.0663703449956042,0.219841103425697,0.559194863220058,230.75613073051
8,p8,0.989341718143716,0.0211902176996974,0.604578701618059,0.234922417104346,79.6731251094472
9,p9,0.991894020717619,0.0168211943718445,0.795251671808624,0.0810564226756467,35.8159347211446
10,p10,0.989926381395017,0.0241859782797536,0.661216760108257,0.115022361686252,78.1523212223142
11,p11,0.984772445572264,0.0402921831111237,0.305205762961088,0.157297119818172,47.7155347593323
12,p12,0.991072153225685,0.0619686358466806,0.697475889301722,0.119984137819944,39.9444060523979
13,p13,0.998143256870341,0.0165777311819585,0.372760194102239,0.261270962545177,75.0394201736952
14,p14,0.992070928655467,0.0293127197471606,0.519403456955982,0.195411792790589,38.8182670569198
15,p15,0.990728662024061,0.0512259170015159,0.593778183949994,0.444593737490768,55.7030972594228
16,p16,0.994940391815217,0.0345023707801847,0.786844890481721,0.207243473702842,58.9179637655967
17,p17,0.985282766688633,0.0400229752290378,0.165347841457889,0.305380655967238,67.0955568965967
18,p18,0.999999999780979,0.0695369279473023,0.795413296597417,0.201890681084433,84.3730805542301
19,p19,0.983021932728061,0.0313067945155623,0.681531386586401,0.157004408339078,52.6747542295873
20,p20,0.976997419407069,0.407576465224961,6.63573937469213e-08,0.407576574238315,98.2305717092261
21,p21,0.999928508086033,0.0275891359546485,0.561008143609047,0.269966326521415,65.4257661675906
22,p22,0.999999999978759,0.0651310675132902,0.614120466567273,0.418467306139724,47.0217915082904
23,p23,0.985498549380182,0.0306690108089615,0.459426494806027,0.402865352765527,47.370919964819
24,p24,0.986502451507623,0.0421102848025884,0.491193187115866,0.152992546443313,45.9922867590394
25,p25,0.980789054616734,0.0428116017333601,1.90077610662579e-06,0.255057279746128,40.0686657970821
26,p26,0.990442334645473,0.00562156820324635,0.794591586623456,0.06586850137133,69.4223582607443
27,p27,0.989760476532467,0.0306061832624606,0.715545243413258,0.11718503416223,78.2549438088359
28,p28,0.990793117807182,0.0299146550590097,0.530172809504226,0.355229879300439,62.0934524628965
29,p29,0.880852433686871,0.144433691048209,0.880819939067155,0.185324275474055,90.3975938300957
30,p30,0.993963514844919,0.0378400855353701,0.581696000429617,0.12836941796622,30.4220282360967
31,p31,0.973900387499725,0.0465401904602832,9.83926149543758e-07,0.220322481074914,48.5871181849667
32,p32,0.999837618550627,0.0752300069992413,0.704859163895787,0.245001639181552,93.1863842676395
