p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
NA,-20.31418432,-25.85628172,-5.327109818,-13.69291783,-16.52319323,-14.17581742,-1.338076406,-14.94567334,-8.911451543,-14.65648961,2.588414497,-22.0647492,-7.218155285,-24.48873166,2.370586016,-14.26101688,-36.37675678,-15.25364481,-21.90739316,-14.15867188,-13.05525425,-21.39021212,NA,-0.924648147,-15.69309441,-10.67422232,-6.034117232,-16.34200533,-1.753605208,-15.50371299,-14.40512547,0.460563731,-14.42034262,-19.75258661,-12.70665602,-19.80566335,-18.30445152,NA,-2.613090197,-12.83625029,-19.6551525,NA,0.388378479,NA,-10.36843873,-13.16736934,-17.80920933
-14.41376322,-16.28879868,-18.84943132,-27.43091764,-28.61206493,-21.14119208,-24.60238505,0.267323431,-10.6922716,-6.143305729,-19.62857155,0.822472924,-15.57066135,-0.883977131,-19.94834932,-9.525783047,-12.24143086,-39.16895471,-14.50771772,-35.43611084,-14.50377233,-12.74335357,-10.73324124,-9.615528096,-12.1568936,-14.62870111,-15.0565432,-17.4452034,NA,-0.490805398,-18.54018891,-12.56317452,-3.910659651,-3.475104129,-14.7197826,-11.19225829,-8.381602835,-10.09522269,NA,-8.47224943,-7.886311115,-13.8935924,-4.995886385,-7.213070865,NA,-14.15633716,-20.24412434,-17.83532157
-14.11429223,-14.74025313,-15.95878474,-33.3211497,-14.89333465,-22.99172507,-36.60128757,8.295365441,-15.48783523,-6.99115437,-25.85675898,-17.41652351,-23.16655149,-5.027061626,-19.12518972,-17.73890378,-14.9965543,-19.45623806,-12.85510224,-24.31042304,-9.048098371,-8.150364293,2.089071689,-18.98808674,-9.299411402,0.384243787,-16.89718127,-20.03390425,-18.92319758,-5.381459862,-8.745062178,-18.85696248,-14.76857548,-2.314158355,-11.33101417,-7.198514434,NA,-11.50539811,-5.029812389,-12.72027575,-11.69677649,NA,-11.89344522,-3.670153221,NA,-20.94330916,NA,-20.70233076
-19.5823979,-12.13488628,-16.68895562,-11.41646515,-15.72753895,-19.32086035,-30.14794271,2.136855225,-17.54586078,-5.557977657,-5.751658854,-5.799842468,-14.19808879,-11.54765892,-29.93721491,-4.509106203,-15.94318368,-31.52834267,-4.498347571,-16.31684681,-9.074648253,-15.45126761,-0.090845273,-20.2006594,-7.811934034,-7.433604973,-10.96863577,-7.437857978,-19.54086706,-3.930629286,-20.1779765,-14.0352659,-7.23665149,-13.40603156,-12.58102381,-6.55418422,-6.464899221,-15.08032076,NA,-8.50874189,-11.13947613,NA,NA,-0.957046013,NA,-17.76412954,NA,-12.00449994
-25.50235593,-17.32476177,-18.57457199,-6.646946518,-11.29926891,-24.03389857,-31.33280437,5.478372546,-16.88459064,-18.79750697,-12.19471823,NA,-21.07547828,-6.937644843,-31.59975314,-1.543987985,-19.94871549,-16.22737095,-10.49194438,-46.1348042,-15.15851894,-15.65019736,-4.467865982,-18.24859789,-10.52101137,1.167268594,-7.137177351,-23.21023332,-18.01194673,-7.694863109,-14.72314762,-23.78340875,-5.539727095,-13.40834596,-7.079734108,-9.352458038,-25.68831539,-20.70067782,NA,-10.62854338,-7.107388369,NA,NA,-6.366311069,NA,-22.33205496,-25.19605457,-24.34604226
-29.92189541,-12.079419,-16.78117164,-9.6550579,-14.13041211,NA,-22.6550488,-2.418254235,-18.10851829,-13.54549009,-10.11254965,-9.539575123,-27.49342314,-10.8813191,-11.45298613,-16.5067238,-16.02971854,-16.35643729,-19.95773923,-21.88001181,-18.12471212,-13.47648704,-26.51334486,-8.059430409,-8.650579369,-7.989072684,-12.11047329,-18.83189717,-12.89496115,-6.857097471,-15.46047104,-24.11390273,-8.52248042,-10.01165271,-12.60155894,4.983232962,-9.087945282,-15.16205457,-11.9764484,-3.034061913,-6.584851972,NA,-18.98783148,-4.426529068,-17.14111888,-21.49990476,-32.04035415,-16.7242047
-15.43972492,-19.71414453,-29.20819673,-9.709463243,-33.95720737,-19.3592445,-25.98992253,-3.882654805,-12.60591245,-12.11002224,-12.83064874,-7.330714691,-13.12105523,-13.93923338,-20.18077196,-3.396787411,-11.36408036,-21.31948449,-18.34531646,-36.28509051,-11.9412184,-17.21436818,-12.16036034,-10.04581055,-11.66789359,-7.417646122,-12.92795228,-24.64888436,-20.64386941,2.094933585,-23.86123766,-27.32340789,-6.266871519,-1.88566235,-6.183393468,3.462689298,-5.632628099,-17.28773252,NA,-8.276163874,-7.677305087,NA,-2.59303064,0.643580288,-23.95243396,-25.51350464,-29.93406674,-12.87259525
-21.55809858,-17.15309048,-26.06276585,-16.50554838,-20.01468585,-36.83213066,-26.33324779,-8.325979939,-9.613164068,-6.651611241,-18.63978613,-25.10569049,-13.59112776,-9.468507395,-21.77925991,-18.42853825,-16.53748533,-17.69530054,-13.14686366,-30.81875797,-2.972294126,-12.91773042,-9.91463113,-4.795065527,-10.7935537,-14.46259448,-6.176401338,-8.747889318,-27.02317191,-11.663959,-21.71294112,-21.08190329,-18.46788494,-11.88245849,-16.52538325,2.761362301,-13.54776062,-9.970763191,-8.856628286,-7.770574817,-0.696000636,-15.3127789,-9.405710787,-4.302755532,-20.17303292,-13.28354903,-12.07630355,-20.51992189
-12.30913225,-20.8836376,-20.55836003,-20.72588663,-13.24961153,-13.7416455,-17.22197485,-5.818784611,-17.92231758,-6.675739919,-13.10622785,-22.26127222,-20.54645018,5.536208627,-27.3334136,-26.87180541,-12.02824728,-19.85062179,-14.6096054,-18.71924106,-22.54904764,-13.29250255,-7.154969332,-20.83609211,-18.13721834,-3.619977421,-6.439833032,-23.79604126,-19.78244659,-8.084625218,-21.37692309,-24.7077165,-9.748287528,-1.585205065,-12.62840116,-7.047269382,NA,-24.22297481,-5.516921515,-15.06068422,-3.929735308,-15.67731936,-2.172925849,0.54055148,-14.84258633,NA,-13.176919,-18.74757414
NA,-18.18902126,-25.70985155,-13.4267872,-16.52868913,-17.12139495,-24.25619924,-10.97995828,-12.41243132,-8.400089985,-14.90770795,-10.12717716,-18.03704047,-3.461361993,-17.93175232,-8.169540067,-10.98101045,-23.97720906,-8.466338925,-25.07386385,-21.86078341,-16.24792321,-11.6498714,-6.766384384,-9.783299278,0.637820209,-1.432121815,-11.09397801,-13.44621686,-5.892948787,-27.15755908,-17.98773191,-3.995600507,-20.73789638,-19.01078716,4.412646146,-16.27421071,-18.78183505,NA,-8.444360894,-13.03286139,-15.85140675,-11.05678342,-2.591402797,-20.40400965,NA,NA,-13.80288253
-21.42136651,-14.30644432,-15.06893488,-5.972766055,-7.272158589,-9.309380085,-15.78895504,-0.418246238,-18.24837004,-9.728341665,-9.848690458,-7.014617378,-16.32904731,1.538464523,-12.56127594,-1.21433731,-20.48441064,-17.80599666,-17.42763946,-22.5877258,-17.5131845,-14.99410322,3.055374844,-10.53480905,-10.8829486,0.892570261,-0.85976968,-16.45867939,-30.10406032,-6.847215325,-17.48586678,-25.2282119,-15.19268845,-19.14847608,-19.26093678,3.582210873,-19.16865059,-20.92158379,-9.469942905,-7.426034297,-3.104721376,NA,-7.656636637,-6.23498605,NA,-11.47222524,-17.30636534,-11.44912424
-16.23527579,-14.2793357,-13.90058419,-19.70716923,-15.27480565,-12.62314416,-8.881414604,-9.239473138,-15.36281561,-17.66691772,-16.33617337,-15.75456273,-18.83382716,-1.744936403,-14.72223754,-21.7079496,-12.97802964,-20.89932338,-23.54693901,NA,-32.23780621,-16.6476718,-21.99682193,-18.56463183,-8.498494365,2.806394733,4.128063422,-10.33277706,-15.92501071,-14.47905839,-13.23999958,-19.60322222,-16.7664922,-22.0183413,-11.652261,6.10153515,-11.32894089,-13.31168744,NA,-16.35114814,-7.864625621,-12.64808722,-7.405864862,-10.20864879,NA,NA,NA,-16.24897673
NA,-17.76932026,-21.69066492,-13.85991861,-21.42106372,-22.85959338,-15.35923658,2.203199135,-16.51049082,-13.58474731,-10.17846536,-10.65753613,-7.732484894,1.450101267,-16.5843293,-12.68621479,-7.654837267,-18.77773899,-23.26878647,-28.76557095,-21.91461388,-12.72445343,-11.25757145,-13.62609027,-15.03732212,4.936577766,-11.69845832,-26.84297226,-28.09220741,-22.74007065,-26.56265486,-17.93677701,-10.7031898,-4.666358757,-10.40970784,0.907021236,-12.70095394,-9.237377249,-18.40235271,-7.351929418,-0.12836744,NA,-2.994300803,-9.579194404,NA,-17.90712593,-20.10953896,-24.74201588
-23.70811486,-20.70993549,-10.30168406,-14.7241155,-15.8057905,-8.748753487,-12.67361644,-14.39637571,-23.40185049,-22.15748721,-14.75581966,-10.72964746,-10.07481964,0.052028721,-11.7229721,-0.255137402,-11.9772834,-17.70370769,-22.62239027,-34.21976742,-25.24269554,-12.48245374,-0.122587307,NA,-7.515644472,3.741774462,-11.38013393,-16.59296129,-18.21184155,-17.34123564,-17.07020535,-16.14706633,-6.720377795,-12.00028363,-12.34332053,-1.553816058,-16.12301337,-12.91604344,-20.13732827,0.49086444,-29.70082548,-16.15631503,-12.6023534,-10.41240474,NA,NA,NA,-25.68341456
-21.41644479,-13.98935275,-23.19446238,-22.05912175,-4.391191839,-21.56807279,-15.02591372,-10.12047991,-21.31089285,-13.26766785,-8.798239443,-26.13921743,-13.27949909,-2.114912961,-31.5612292,-25.02984732,-19.83706982,-25.42570346,6.007397244,-27.03389885,-22.19446949,-15.40723393,-17.03321715,-14.47185605,-10.11830352,-3.441838771,NA,-16.75859274,-6.879016137,-6.192873733,-17.76746831,-22.01488449,-13.70450146,-2.790078707,-20.92710518,12.17993021,-8.110353461,-13.26551783,-17.19471241,-11.9174979,7.494263767,-19.26723902,-6.808272116,-7.227546832,NA,NA,-25.47518952,-27.09150039
-11.70732707,-20.58015904,-19.00654375,-19.95647461,-22.43471921,-17.07110817,-2.215024521,-4.663121412,-13.03814498,-3.988934063,-19.44017448,3.309012915,-23.10075978,-22.8430181,-23.49787979,-3.756192781,-13.6354415,-25.55861848,-22.48051651,-27.75314285,-13.69267012,-6.676105394,-26.45554573,-7.261207849,-14.93042307,5.12479637,-12.55361494,-20.00555366,-15.18586495,-10.04379213,-25.14855609,-21.55649401,-13.96933039,-13.82999209,-16.03863873,-7.817244662,-15.8275852,-26.16433513,-13.42613361,-10.09346785,-36.09336943,-10.7173302,-9.289733464,-5.86992305,-15.26801862,-3.813244344,NA,-18.29686714
-13.46311462,-19.58075277,-19.44958257,-21.97730667,-12.55005942,-9.863397514,-17.25547037,-4.917656045,-10.98943233,-16.64588847,-11.81304366,-22.50375784,-12.73405392,-17.3174014,-27.34146586,-20.35146006,-5.812236379,-24.32307365,-15.39091913,-31.7845638,-13.66596216,-16.01173237,-15.71014776,-7.999479913,-13.60045833,-0.408206579,-11.11384717,-20.65968034,-10.26462472,-1.323810255,-16.05615842,-12.12592571,-12.04524699,-0.221385527,-19.84255583,-5.173375776,-12.88796563,-23.99445579,-13.72215706,-19.07571371,-8.912215867,-10.34489935,-9.300613899,-1.079065198,-13.24441704,NA,NA,-13.09282772
-10.16040549,-28.31978447,-24.76605227,-28.32151603,-23.2978097,-24.46884294,-12.66759335,1.91899909,-8.446571342,-9.200323375,-16.52314108,-16.17731763,-19.26050811,-19.80132697,-11.1440467,-26.93482656,-12.02152077,-27.38872368,-17.09545951,-31.99126489,-17.356922,-11.27064021,-15.09698686,-13.62515047,-16.08853151,-1.947245581,-15.37224981,-18.34930668,-17.38601362,-1.143081188,-15.40270036,-20.18600417,-16.53131879,-14.75453591,-12.99869635,-13.89596958,-17.76746154,-12.19316193,-18.40939248,0.803508174,10.75336465,-24.78769744,-6.343266078,-2.038062242,NA,-21.40071049,-22.30477898,-16.2974579
NA,-16.50451222,-30.39217394,NA,-9.637294812,-19.99985352,-25.17960545,0.330488453,-24.10209601,-13.25102767,-11.02508301,-0.857813769,-9.8591863,-7.679238394,-23.85984913,-6.398133449,-16.38965533,-11.06775147,-13.98484611,-34.59847173,-9.416959408,-9.818361715,-24.6136417,-0.332281515,-13.8220859,-9.702487782,-13.47466735,-17.36317459,-13.44525316,-5.605636745,-18.22541396,-26.17944054,-6.30413833,-16.979424,-15.11548515,-14.82001556,-11.33135162,-5.911861383,NA,-6.779785737,-3.975287976,-28.66824368,-5.057018134,2.735480131,NA,-6.98187073,-21.90046309,-12.89157544
-18.56592346,-21.85696815,-26.18009056,-10.96272644,-12.56945141,-16.98704103,-18.09588272,-9.421998562,-17.34294477,-7.18512016,-13.70996722,-16.37403288,-14.37911371,1.692491836,-19.99218275,-4.102656414,-12.56026529,-31.55203362,-12.10856954,-28.03014289,-16.39663548,-11.35262674,-0.528361764,-15.67670302,-10.22683801,-15.36746047,-13.01416045,-19.11466734,-25.14382337,-2.03500682,-12.5188736,-20.01111307,-10.08617366,-14.00226527,-18.12561165,-21.26586809,-19.24416309,-17.19671382,-12.98907528,-7.650464782,-3.607793325,-22.19331459,-5.327758812,0.124867248,NA,NA,-16.25052481,-14.70087424
-19.2621358,-18.34613273,-21.24575502,-13.11291622,-16.79090167,-24.28135791,-15.79095865,-16.16681575,-14.33154018,-9.941416908,-18.56178703,-8.436652518,-12.51838807,-1.944920586,-30.43708541,-21.57267828,-2.7553811,-13.29777089,-10.47488152,-27.28331532,NA,-11.34058208,-0.185292659,-18.59519903,-8.910078463,-7.620174701,-12.92837043,-23.48533932,-15.32501778,-2.669283264,-14.29876034,-40.79581427,-14.84480008,-6.150105645,-11.68011042,-20.08120981,-15.98927153,-8.99280131,-14.37830811,-0.66620009,-5.362023365,NA,-8.64905368,-2.545268778,NA,-17.04322767,-21.51030801,-13.27970877
-24.93454764,-14.39283806,-22.23325105,-4.704045555,-13.58015562,-14.85708001,-22.6307484,-10.56683188,-16.44164146,-17.1502506,-15.71276794,1.612448751,-16.24981686,-5.457804256,-17.12875828,-7.089052855,-9.039063881,-17.84285761,-24.19483626,-30.17962341,-18.00778132,-5.373041119,-13.32086281,-19.1161964,-10.77549953,-2.330335741,-24.66635244,-13.51712187,-23.5389259,-4.635616369,-14.5210762,-16.4679342,-6.027044326,-8.86625658,-13.68240174,-20.41814891,-21.05535643,-11.50155444,-18.51311013,0.437851538,-22.61116065,-23.59058225,-14.4502622,-7.537876342,NA,-20.22042726,-21.66197713,-7.76083673
NA,-14.57921469,-11.62100372,-8.67380082,-11.2878036,-4.343701854,-16.44696026,-12.77103717,-15.82671175,-9.239850815,-15.46141055,-2.985361324,-20.68085704,-17.77637441,-18.96147375,-3.307611863,-11.06452934,-26.78702816,-30.33841333,-35.007723,-20.76454181,-12.17096619,6.655546451,-5.938705951,-12.08275059,-21.86805381,-17.58092154,-16.79511665,-12.32076241,-7.938256616,-18.26598421,NA,-5.796624815,0.12805583,-13.14214142,-8.169312163,-14.33485683,-13.56115259,NA,-2.514948839,-17.25865278,-21.38001462,-14.10469271,-1.43952274,NA,-10.68061056,-25.40274654,-30.50440295
-18.21178324,-16.83891696,-18.04406863,-19.95780661,-18.50821252,-7.746444731,-5.226601317,-5.933376023,-16.52060559,-12.54385552,-10.49150269,-16.77789717,-17.54315001,-4.710674566,-23.6551005,-18.97430345,5.542447833,-24.87175503,-7.635942566,-30.0930844,-19.46231043,-13.71749459,-1.073391189,-21.70356069,-8.361956033,-6.177133895,-6.272484824,-28.08058693,-21.97677857,-9.023914909,-10.54051871,-22.09514368,-17.39001912,-7.816204644,-13.83723796,-14.19645333,-22.75625761,-9.684663665,NA,2.289202509,-11.43254078,NA,-6.974683452,-7.642705739,-16.82100309,-18.68470497,-14.21074639,-26.33380353
-11.18927045,-23.3137054,-16.51173534,-22.95826242,-17.81051778,-22.79444378,-10.28935913,-6.941683236,-12.61738216,-6.539550263,-12.34309204,-22.90415986,-12.02526671,-18.43416953,-30.05633959,-16.99378303,-6.308945363,-30.26146219,-12.10868999,-37.13700235,-13.4090725,-13.52923303,3.626319568,-12.85950465,-8.217997584,-13.43272366,-9.576808048,-11.60051736,-14.85761827,-10.22658713,-18.33945371,-35.91793901,-15.82771842,-15.28576343,-22.35683084,-13.7717176,-17.39771271,-15.10852825,NA,0.324953253,-0.943960248,-14.73136218,-15.14996291,-7.312437932,NA,-27.01162027,-13.56250971,-22.12515309
-17.31341241,-22.86852078,-15.18727707,-18.36735305,-20.56260737,-18.53578646,-20.15356656,-5.523335768,-9.381692394,-12.01111476,-20.35440472,-25.58728404,-26.32236829,-5.626915545,-22.49354532,-22.92832593,-5.283607899,-29.24117857,-19.04853804,-35.11852364,-19.76859637,-13.3635897,-18.84609745,NA,-7.981110376,2.767525156,-22.51338857,-13.53133542,-17.36672054,-4.018966206,-18.55818626,-22.45529112,-15.70267003,-10.5018092,-14.63035231,-10.30500684,-16.46759723,-4.810590631,NA,7.3376683,-13.32367978,-20.06149756,-16.05426736,-6.171625998,-17.58678371,-20.54319907,NA,-21.9621938
-22.27652289,-25.68361337,-19.89400054,-13.00720588,-15.00471106,-33.1325541,-14.68324094,-12.56035403,-16.30763921,-11.18298591,-22.37844292,-14.72016198,-17.30905422,-9.421267654,-16.96384176,-5.306452604,2.728292756,-30.52828907,-13.67439285,-32.32656222,-16.9749037,-10.25611176,-24.03005614,-9.803441282,-7.792763886,-6.060124006,-11.56532592,-22.49066234,NA,-8.011988072,-21.51106608,-37.06631719,-11.633962,-11.65946341,-14.38940905,-6.144164667,-18.06009192,-18.47188238,-12.83782558,2.237091383,-27.5505374,-21.22380607,-14.95611345,-5.250005105,-14.59974444,-15.08754619,NA,-20.5236645
-14.80829663,-19.41270074,-17.28911276,-13.46878101,-23.47861103,-37.03850757,-10.60043284,-10.2766356,-18.72314659,NA,-16.14945093,-0.615008967,-22.70079879,-4.522648425,-16.51459513,-10.46603821,-16.79746861,-11.15939843,-13.06128075,-32.25967092,-13.122992,-9.625723616,-20.22739008,-3.467881993,-10.65216294,-1.775450578,-10.4189728,-15.0543528,-22.77027349,-5.604254386,-21.64960237,-22.73103037,-4.517875243,-14.35894785,-13.18336495,NA,-23.41621285,-15.60976537,-5.88979071,-11.52530488,-13.03752584,-14.27928004,NA,-6.539007357,NA,-6.705454551,-23.68322581,-20.50389101
-16.03755989,-24.85120116,-17.82543195,-6.108885692,-15.97369346,-17.84976685,-11.11488579,-12.29513492,-18.63266542,-10.75396732,-21.11527129,-16.89097994,-25.10591434,-13.57113994,-30.46866986,-5.21008527,3.956297761,-13.90033873,-9.72463384,-11.41708511,-15.94009569,-13.4928948,-25.06870421,-9.928396132,-13.20553037,1.236667549,-1.894073384,-13.5969037,-28.12812395,-8.6939263,-22.92720997,-31.43401221,-7.999113,-8.64861407,-12.43646116,-7.371033913,-25.91422887,-15.71589615,NA,0.520414601,-11.67916304,-17.45162821,-6.432715758,-12.39360641,NA,-26.86131208,NA,-15.45248166
-15.75481992,-23.45125388,-17.68568514,-5.345874026,-25.10768433,-12.50696332,-15.84360502,-10.06068219,-17.43498403,-11.04115909,-21.84287363,-1.579234818,-20.44393316,-9.124675737,-21.83595511,-8.015298969,2.945285021,-28.36556616,-25.29817686,-29.34515267,-15.31647862,-11.36907221,-16.21270511,-11.00977681,-7.115396054,-14.21816245,-24.35197304,-14.06667609,-26.83906403,-8.622662218,-22.43468976,-12.28180032,-1.482975101,-14.92364916,-7.443926547,-11.80066606,-17.93008889,-11.80993629,NA,11.93241184,-7.487387926,-20.06298191,NA,-3.119145008,NA,-17.38985168,-23.72258635,-8.92830144
-34.40022508,NA,-18.37236489,-18.62291063,-20.70613485,-11.72444873,-17.2077699,-18.6678888,-14.91973689,-7.171916349,-12.29934961,-14.90623917,-17.95856191,-13.95835935,-28.71980661,-17.62869234,NA,-29.01552779,-11.02186377,-30.94669792,-22.92513911,-12.47081332,NA,-9.560302131,-8.257570725,2.396534019,-3.048137611,-24.3163486,-21.44192442,-8.555163841,-20.0063735,-12.64341055,-11.75876534,-8.874571954,-15.01479284,-7.248337987,-25.60896142,-9.470411624,NA,4.95651961,-11.07476362,-10.56079109,NA,-4.161328465,NA,-15.8587126,-14.03967134,-25.26080518
-13.85300777,-21.59168397,-12.21503785,-11.21019336,-22.09184561,-10.41454335,-2.804545122,-10.60214384,-9.488844378,-12.79702104,-22.16020852,-10.05704638,-19.22490315,-5.810015712,-21.84565377,-8.868594954,-13.63240994,-16.02923261,-27.20319173,-26.98582058,-15.65406385,-16.17491601,-7.929840555,-18.48683964,-3.914730473,-4.259639911,-10.72155763,-16.90424581,-13.14650411,-7.348544272,-15.94659158,-30.42917596,-5.671881834,-12.57438895,-13.34894848,-19.50923658,-14.47775712,-12.12863325,NA,9.548619479,-6.859909241,NA,-12.75822398,-7.185136157,-14.70082051,-15.72549596,-12.43604797,-13.95971888
-9.794579671,-25.16634798,-24.37986197,-19.53224737,-21.79969396,-8.100355731,-27.21478622,-1.888154136,-15.32240401,-5.960149206,-12.53747436,-13.41182988,-32.55134667,-9.779992319,-25.34423491,-14.60716278,-15.57165588,-23.86262732,-26.34931489,-39.82436877,-17.05755929,-14.52206659,-4.555758292,-17.44003797,-22.38446767,3.356419132,-4.510921507,-16.2604251,-13.55908219,-1.235214387,-13.93868093,-20.24359755,-12.67855708,1.510693808,-15.38132566,-7.693532627,-17.45829989,-9.907647371,NA,13.04383955,-6.315829681,-11.2500523,NA,0.504587246,NA,-17.98345354,-23.88865727,-23.50334937
-22.82830657,-27.62114858,-11.46463089,-19.90714057,-17.77401223,-23.35334493,-23.33676859,-12.34088178,-20.8113999,-5.252421365,-15.79989926,-6.081688081,-19.38935527,-7.668521754,-20.08026056,-2.108797871,-6.270065612,-27.96833363,-33.95185521,-33.26264632,-21.87930147,-10.16189183,-2.35548478,-7.684805205,-0.708373587,-6.174604574,-15.03854846,-12.8079909,-22.57998275,-4.101727956,-15.30611392,-22.82499347,0.717821938,-9.528845282,-17.75442683,-5.329556536,-23.18918809,-6.996842768,NA,12.5260714,-10.39972824,-15.19009505,NA,-0.076054476,NA,-16.54970131,-8.241118775,-18.934721
-18.68806834,-26.10358984,-14.41813797,-22.31237115,-3.96712776,-27.42435909,-23.62267107,-5.591389742,-19.62358815,-1.711358812,-14.89930963,-15.98680053,-15.37923717,-4.983322871,-24.39071628,-14.01964539,-10.92399857,-16.61048352,-17.58891695,-25.72245408,-24.21084985,-12.20170124,-3.665963135,-14.1378758,-1.525764615,0.52106027,-14.77527628,-15.63316456,-29.96301176,-3.927133625,-16.05417727,-25.19420657,-14.96048484,-10.02897736,-12.04648773,-3.314591185,NA,NA,NA,15.3363502,-15.82097952,-18.07381009,-15.85828026,-3.854711801,-17.88182841,-20.11851607,-8.197270644,-15.47414062
-16.82252936,-26.29187239,-19.04520085,-11.24813029,-17.4507801,-16.05365853,NA,-11.82098841,-15.45704433,-14.90851926,-14.49976925,-1.403172925,-25.9804566,-17.68623464,-18.89861794,-13.17959563,-16.83051784,-29.99976679,-10.80701742,-30.95640266,-17.62286052,-14.86612658,-6.835752712,-7.692829389,-11.89555686,-19.37986445,-11.9687743,-20.84629494,-25.66434986,-7.412438382,-16.17568053,-31.6895784,-4.686883776,-12.9517776,-18.5677413,1.0366093,-24.20060491,-18.26025318,NA,9.055502632,-8.383809607,-14.80893174,NA,1.112203398,-19.07858811,-18.77257747,-24.2063796,-17.53158382
-11.08396885,-21.69465646,-19.5072099,-15.71472135,-21.11661741,NA,-28.30359022,-11.20603601,-19.16909923,-4.377573536,-15.60045578,-17.58205082,-23.15152207,-7.988289463,-26.4782216,-26.3988224,-13.78285881,-3.79024062,-15.44166312,-34.32946442,-10.09266304,-13.65952129,-4.620162713,-6.052651369,-8.477295382,0.335041506,-5.868971372,-19.26084444,-21.248823,-4.212491791,-15.38722293,-15.40532825,-9.702471786,-10.3752471,-12.10420999,-1.427343884,-10.89112612,-10.60792388,NA,5.753709226,-7.944789897,NA,-15.32580788,-0.567417417,NA,-18.08496373,-19.57459166,-21.38452876
-11.59549082,-18.38019071,-15.26689291,-20.65156047,-19.62651814,-34.58754985,-30.54621013,-4.710640047,-15.32698095,-6.824366831,-26.29310963,-20.76201509,-18.48237339,-9.500816504,-18.41422487,-17.42032269,-6.073669085,-15.39421835,-14.50502215,-29.28444008,-19.02566581,-12.48583741,-3.563065413,-17.20613287,-7.541973329,0.131297113,-10.74020924,-17.66884373,-24.77682084,-8.390262429,-17.98777971,-22.18438576,-14.03340071,-11.6670177,-19.97016381,-7.37255994,-22.43878822,-20.18615997,NA,-7.140675159,-9.074253608,-14.85898441,-18.10079729,-1.395386195,-17.76750864,-20.26376456,-20.5154427,-21.03032049
-9.952167613,-27.57893841,-15.49439567,-18.16013725,-19.21432443,-5.395611701,-22.67751997,-7.326541694,-8.263107365,-15.63576395,-19.18101177,-23.16638118,-21.47968684,-18.07313457,-30.64992232,-22.60339641,-12.27221111,-34.63846239,-12.40960672,-40.55049352,-15.69582658,-6.946946352,-5.489988807,-10.73024905,-10.07125373,-9.344085672,-8.598291282,-16.50309574,-18.05332261,-7.564720246,-14.52369852,-29.57970183,-16.83919338,-1.63299306,-24.14387286,-6.779124478,-11.86183999,-15.27900164,NA,-27.21372028,-11.10236765,-19.27685371,NA,0.787882316,-17.8633836,-26.03235387,NA,-20.97859449
-13.96200577,-20.45377385,-15.62270487,-10.60448409,-12.15619465,-20.91052262,-20.10072432,-9.582491809,-17.54012731,-13.93028022,-23.50390962,-9.983453111,-23.90729481,3.562886381,-24.03856427,-10.11738323,-15.68692421,-20.94824474,-16.24847678,-24.44820548,-22.93205421,-13.13501407,-13.03061437,-18.19950138,-11.15147592,-4.921039925,-8.766940899,-15.3421545,-23.54576764,-3.840044993,-19.60135991,-17.31638651,-2.433755863,-12.75650851,-20.92079036,-7.542841627,-14.5971342,-13.15629683,-19.0304176,-9.784278317,-21.75331358,NA,-16.37490561,3.22047013,-18.67591335,-19.68504841,-22.22340021,-12.07993533
-15.54585848,-21.55002416,-12.88565334,-2.717758653,-10.10608102,-38.0482377,-19.92956807,-10.58914416,-11.39908654,-13.88514315,-13.7416726,-8.301815459,-23.38935292,-13.86142729,NA,-6.729919456,-12.22506734,-25.44886505,-5.620094805,-29.19281096,-16.34223439,-11.12478931,-3.425238653,-16.45604745,-15.3869266,3.933265823,-7.432462675,-21.42043587,-19.30919232,-1.282051435,-21.0133864,-30.02966432,0.950369612,-1.317324109,-13.73954514,-4.363767551,-16.52146299,-17.33073542,NA,1.023279477,-22.00455369,NA,-6.541744997,-3.581428493,NA,-16.9202099,NA,-16.43476532
-22.04460703,-19.78719563,-20.4290882,-16.1220953,-10.71024413,-24.11078872,-15.43965232,-7.291030574,-15.27839365,-12.5580329,-13.7647,-21.68037727,-26.65934359,-8.763038885,-17.70080948,-11.37189162,-17.94821125,-29.80919705,0.033145091,-32.152556,-11.22473166,-14.80592346,-6.875655192,-7.462624743,-10.01042771,3.183809358,-13.47504701,-21.15987658,-26.11252644,-0.740280294,-16.18438121,-30.19011193,-6.322150283,-5.817833446,-21.21006386,-10.45988319,-25.16046585,-6.619855995,-13.27150825,9.581701812,-9.0885453,NA,NA,-4.36125466,NA,NA,-28.17117194,-15.65211543
-24.52061006,-24.99141066,-13.69821718,-16.29270596,-14.11486425,-29.29410874,-18.17307899,-14.12281251,-13.83449292,-15.92877365,-21.15733763,-21.21290911,-22.20919946,-13.6816879,-24.2095262,-2.377966227,-14.37925538,-19.45780037,-2.568582389,-21.9789304,-21.58972621,-13.75151444,-9.671545416,-19.53119877,1.673937684,-0.533057345,-15.60514544,-32.40109924,-18.90901432,-4.742184977,-15.45833132,-21.43970603,-2.111865497,-11.64474603,-10.53290616,-11.88764834,-12.09907439,-14.53235671,NA,8.782734459,-27.03419475,-16.09388039,-13.09796338,-4.548672524,NA,NA,-26.65546189,-26.7617871
