distortion,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
0,-1.709962201,-7.763288936,-1.701380552,1.130236271,-4.547099851,-1.081474177,1.311840865,3.198736618,2.579175446,-4.440323848,9.238878851,-0.170865452,-1.760907316,-10.06069052,-5.556691791,-4.342983572,-5.10531918,-5.690141398,1.676404839,0.325796015,-2.79610235,1.463013878,-0.271049081,-5.320195206,3.008064622,6.646922756,-0.572066271,-1.547203297,2.406859387,-3.595080617,-3.604095961,7.431080915,-4.922125685,-5.930956024,4.453779643,4.818707992,1.394452127,-0.127572105,3.016545046,3.829030083,-1.404427699,1.712701376,-1.619685824,-2.635887776,6.024940625,6.790751256,0.822008308,3.926644021
0,-11.38080459,-4.64861028,4.968313222,6.891708059,-4.086420773,-3.890894346,4.644612526,-4.17913711,-0.089502889,9.546276366,6.115065538,-0.324203206,-8.626853454,0.682044192,-1.637674667,-4.987725523,-3.842379518,-7.317908124,-0.874985576,3.136056524,-5.248283391,-4.608070866,-2.307158438,5.567239048,-6.410442147,1.109119404,-2.526331905,3.546858652,2.214968517,1.596393121,-2.273532658,-1.82521819,5.025120307,3.9434531,-3.309560649,2.457607384,2.364064751,1.725419165,-2.961890131,-5.445299126,-6.715557506,-0.152125242,-3.668977907,-4.633768987,-4.720528369,2.981995086,-4.04752299,-1.540657644
0,0.271517247,-1.376038308,-2.52173313,-1.439391261,-8.459498696,1.008943348,-2.963434655,8.641937518,2.127958364,8.3160343,-3.975219201,3.688620154,-0.123300938,-2.3150885,1.522429513,-0.999744884,-1.108296962,-2.154060599,-5.116048737,3.982446743,-9.677554265,1.230317245,0.430831288,-0.031807723,-3.587796967,8.368959679,-7.277463011,7.007365204,-1.360085555,-3.688401057,-4.993602105,-0.801187218,6.874636683,9.147741516,-11.56801169,2.745308858,0.074765008,-3.169442442,-4.571304456,-1.223029122,4.281265095,-2.75994569,-0.458129445,0.191735589,-3.002467997,5.321263914,-3.98616021,-5.280609767
0,6.801074383,1.444810168,5.400735737,6.515188883,5.125567315,-4.089361832,-1.197992842,5.670510427,4.181304262,-8.098002292,-0.755961684,-1.170591631,-0.209514761,-9.648365163,3.013186096,-3.533363288,5.35594424,-5.928778228,0.557920094,3.799897612,0.565704779,-3.671235597,-4.780921551,4.61662181,0.757974561,4.810395086,0.141207313,6.668878553,7.124188861,-3.336921486,-8.605958245,4.874657072,1.618906381,-8.054110529,-4.755904869,3.857426912,9.665568356,-3.876779179,-5.234754452,-4.308697902,-9.522686084,3.722481233,7.902296076,-5.105870785,-0.528101743,12.44461252,2.858109032,2.389688257
0,-5.251563143,6.207513234,5.31394912,-5.034663923,1.162852737,4.619423898,0.329250166,-3.237632651,-0.44793247,-0.198160983,8.902705089,-3.192920439,-3.690754408,-3.200722102,7.33645649,-1.018634831,2.21367325,3.893727253,-0.398368597,-3.075101763,-9.909617931,-4.582770902,-1.47390809,-0.860322484,-3.616601208,11.51124827,-2.258591961,10.91931535,0.11958962,3.327400588,-2.827399908,1.364223501,-2.576399475,-0.137618619,5.858815019,-0.170575393,-3.845061793,-5.406276552,5.855806872,1.414227545,5.58300241,5.975565965,-4.730483212,4.908870369,3.269504472,8.740918298,-6.744208844,-5.647443548
0,-6.666895852,-2.962095081,0.537506921,7.474765418,7.381428837,-1.656331807,9.053253917,-5.721031946,-2.264439996,-10.67233408,12.25638093,-1.428043271,-0.57595823,-3.879829416,-11.80469873,-5.843464261,-1.147919962,-7.624905245,2.845167547,-8.282130419,2.263578834,-1.848866324,-3.568823076,-5.79382126,-9.497355151,16.34749307,3.036092585,6.582518829,0.150785523,1.530067597,-2.282567818,-6.939057824,-7.588627029,-5.142356723,9.872956014,3.795386009,-1.539709617,-0.863902846,5.185670584,-12.67948753,10.40800956,3.65845344,-1.016238707,0.588079484,-11.46328145,-2.008468275,-6.150213843,-6.716379681
0,-4.264120088,-2.692563767,0.894886112,3.854791701,-4.120409079,-2.734720004,3.544335563,-5.67985217,0.856138807,-3.553069164,3.334967999,-1.676905367,-0.619660923,-5.660607951,-9.228201873,-2.099018845,-4.965638752,-8.395652356,-1.145168294,-2.332140445,-3.360506434,-4.322309103,-4.958072284,-13.89889894,-9.114334615,-2.477512935,0.105901507,2.419913622,1.454671797,-4.137923578,-5.238895621,-4.774242016,-8.889468003,-10.36185668,-1.082904456,1.575939486,-1.88039876,1.473623236,NA,0.661970277,6.868077647,-3.58459058,5.103993229,-8.932629855,2.804436004,0.846283725,0.973735934,11.77689592
0,-11.02954663,6.312324057,5.033952999,3.197741646,2.547487613,4.55605131,8.395167198,1.658429984,-1.631269144,-2.83969055,1.211307077,7.806450155,-0.103352767,3.602017652,0.609634214,0.358377016,-3.634285943,3.867834124,5.892395591,2.333741559,-0.395509852,-10.47602694,4.143589161,-6.067061509,-9.211131866,8.925238222,1.489968905,-4.585531007,-5.09273252,2.095089034,8.268506036,2.993769319,-3.027259909,-7.711894238,-4.720237376,-2.093071863,-7.890092179,2.269461244,12.19039042,8.2281748,-2.299544908,8.431764822,-7.499052284,-5.994110527,-2.918455023,16.95425944,-14.73980658,-4.835433334
0,2.32939139,-0.864457891,-3.728047173,-5.949826827,-1.362560313,0.658082383,5.561135039,4.973635087,-0.553003237,0.853624658,-3.482232829,-6.778151115,0.912121384,-2.311934011,-9.920049898,-10.11367714,6.324142698,0.814911093,-6.622158924,-3.653250766,-3.647521598,-8.118325728,-3.586681095,-4.341397613,-3.461803138,4.424504478,-3.678767124,0.597316606,-1.145620653,-4.068561216,-2.629006564,-11.4424031,-4.614145224,8.314232162,-8.205006167,3.510103623,-7.214815532,-7.245158126,5.817445414,-4.777938796,-3.410632034,1.919123697,7.704813771,-8.004646959,-1.635216575,-4.622825413,1.759044593,-9.222452981
0,1.542962975,8.294539077,-4.956053975,-0.145951671,-3.534970539,-1.581734949,-4.052558692,-7.7739798,10.57135798,0.337257586,2.400914402,-5.757948829,0.628330059,-1.00936271,-19.25669013,2.343055174,-10.4862098,5.177522575,-1.12678783,4.362035632,-0.372870995,-3.523448871,-2.001951313,-2.414300833,-0.935331459,9.272602552,0.876480922,6.108866343,-3.099568175,6.100112922,-11.08611799,-3.11739611,5.267696292,8.602692022,2.097651645,3.859753191,1.378049162,0.142083595,-6.387477401,-0.221123368,-3.52156746,0.852347141,-8.601895393,-1.507929339,-0.356439079,5.360028247,2.143152165,2.181445746
0,-7.866988174,4.801564031,-3.262762237,5.856187122,-0.827119078,1.890791598,-1.986495344,-0.390080339,-3.504206402,0.101304905,-4.410106714,0.481798582,-2.450291355,-1.727300374,-1.101991172,-0.348650096,4.290211864,-5.532226239,-6.963497644,5.895636662,-6.096098883,3.797301852,-5.34069099,8.200448688,-6.724203441,5.149498505,-8.32039211,3.985827477,-1.213406891,-2.314359643,-7.165571316,-0.749469838,6.25647306,8.48502524,-10.03781061,3.52964468,-0.705911224,-5.081810055,0.781611881,-3.795369714,-10.06395662,0.36033385,-8.494103443,1.77164922,-1.685385507,8.343677058,-9.92295482,-1.658092677
0,-4.293487993,7.561384621,-11.59931758,4.724074161,1.864593147,6.448599004,-6.467066688,0.001006802,3.438230105,9.005054351,1.36792105,-5.29661884,-2.293575857,-0.341602906,-5.448526021,-9.61303808,-6.162341276,3.721734603,-9.361252613,-2.888383654,-9.317960787,-2.148523287,-3.310046873,-4.012885911,-2.242899503,6.128783186,-2.153237338,-1.4366491,-3.822896553,2.329212596,-8.368594282,-5.496178683,-4.338016708,8.226755598,-0.243002088,1.630483898,1.909126963,0.474739661,-9.461041769,-3.133319403,-5.361939923,9.192634997,-7.458215714,-2.785898507,1.096602344,-1.983433042,-1.588999244,-5.322790998
0,-2.809161178,-2.33646298,-5.119799731,5.007610449,4.070511528,-0.559917804,15.65114415,NA,3.964434801,-10.42008887,3.677759031,-1.455465019,-5.513430219,-14.29230493,-6.631366048,1.898244135,-2.727604958,-6.204166424,-4.280171401,3.878108997,-1.853149205,-11.57672266,-0.082086035,-5.282323995,-7.680268163,7.762908059,-3.02254872,3.347115785,0.673698884,-0.404973492,3.185880672,-2.988777838,1.135194264,-13.90558963,-3.081468257,-2.152848161,4.640741696,-12.22057655,-1.345689665,-2.550704801,-5.386306324,-0.946927982,-7.270506878,-7.940826502,-2.887685466,12.09318384,3.180258089,5.455929889
0,5.934028297,-4.112344212,-5.568316878,-6.580151365,5.945450355,-1.726135229,-0.745021971,-0.051212644,5.537266047,0.395721985,1.492239652,0.543524662,3.068158932,-4.905127058,-4.69189133,-3.073888772,1.757887168,5.345073359,-1.632050995,-3.055105926,3.690768447,1.9973455,-3.308594129,-5.202604924,1.400544797,15.04633626,9.67219256,-0.002912678,2.479533854,4.707809569,11.73794454,-3.367053713,-5.278626264,-4.015573949,-0.093187321,2.418693767,-9.182225141,-6.432801499,1.535062664,2.433614661,7.203083085,0.412832204,-9.794598112,-2.55158946,2.621029694,-6.243579205,-4.638658911,6.577950794
0,5.544532315,-5.190918595,-5.693438746,-8.413548468,-5.006573294,8.676399245,5.162588648,-1.224757199,3.872391409,8.572173831,8.415189696,-8.575206334,-1.124240734,-5.392058526,-6.12273075,-10.64958657,0.736892736,-6.63791863,3.495762237,-5.670672025,0.47269133,-6.001098541,-2.481189646,-6.904685456,-9.751324359,6.06401562,-1.337615782,3.703873768,1.30786563,-4.907516086,3.792304479,-10.23293522,-2.505966974,-2.92198811,6.9937668,0.920374287,-5.20884072,-6.896257481,3.985380658,-10.04248504,2.34054814,-0.46103715,0.819545791,NA,-0.437140986,-1.014445853,-2.8008488,-8.896125382
0,11.67559205,-4.824080198,-4.59389701,4.580887659,12.08958291,1.131772024,-6.956589399,-0.70025861,-1.766923558,-3.955062588,-3.683802966,3.323323921,1.911189535,-1.908610407,-6.186750164,-1.013146904,4.336830551,-1.857091943,-0.787247563,-8.105201375,4.434968947,-6.734577893,-4.39341145,-8.260788409,7.798077809,5.881505115,-3.21736562,-0.333400839,15.35530247,5.019608256,0.943586353,-0.186046708,-8.339017909,5.082173608,-2.960430065,-2.700505881,5.62774799,0.174873,0.982034313,4.317195866,6.850590816,3.295982195,4.70270225,-6.153675092,-14.07846437,9.785611691,1.750122588,-3.361208602
0,-11.63140264,0.237118183,4.519509939,1.455989243,-4.158893376,1.569045552,2.384556227,-10.54585466,-2.985348855,-3.275140613,2.284204053,0.642592226,-1.578067866,-4.094969415,-5.953307477,-11.57720749,NA,3.732024566,1.228911212,-5.092166486,-3.841028082,-5.55914079,-0.691781175,-5.225618296,-2.10279959,7.527451952,-2.840847743,1.960381652,-7.740121081,6.967666466,-6.139870189,-5.616477405,-3.26113055,-2.220720225,-3.71808108,-0.579552844,3.177002054,-7.049026475,6.34253018,2.902695968,2.266503039,-21.41921621,-13.45337573,-6.94621723,-3.156668627,5.851295888,-5.914162821,1.075759413
0,-10.36371944,-1.188977466,-6.258114729,0.887103636,-0.852065577,6.48235657,11.10579823,-3.164831506,0.503123103,-3.923995247,-8.883191951,12.63244418,0.861364317,-2.908535833,-4.70698865,0.28483298,-11.19624446,5.070703462,-11.94041213,4.007418243,-11.54948746,8.319076224,-4.595402625,2.553048811,-7.930655832,2.472882283,-8.611227687,1.86624777,-4.167452601,2.856084814,-3.665602809,-1.670051446,0.46787162,4.710794646,5.993507667,6.592090529,-2.235807329,-4.523507779,-1.951502465,2.425667494,-5.669456655,-1.148227529,-7.953630353,0.852856319,-3.770008264,4.551307162,-5.698930227,-2.341809981
30,2.845225259,-10.32504614,-13.34259055,0.094856877,11.60281428,-10.53902027,10.68866195,0.224993027,9.691192055,-13.66616948,-5.630712295,0.804480596,1.294394818,-12.16842617,1.844858116,1.298210828,-7.093982543,NA,-5.636798747,5.447470008,5.003753628,-12.16471555,-1.988998532,6.437794055,-8.999356098,-0.06482641,-2.486240576,3.109666523,3.986100442,-9.367449339,4.41678428,0.117210711,2.116209713,-13.26565953,-2.014288675,2.019548687,7.765441484,4.25566959,6.117851224,5.194334203,-21.2693781,-3.470547504,-11.65393837,-10.58234346,-8.759055366,NA,4.569352747,-8.299513443
30,-8.399915634,-3.073386573,-17.41402536,-13.50850428,-7.444941575,-14.57332948,-10.19121454,-8.034578217,-6.428155654,-1.065214404,-13.70550893,-1.737954226,-6.91277792,-5.132762597,-4.481376965,-17.68135969,-10.29766495,-2.313339521,-14.55888903,-1.179545432,-9.764279149,-11.66991011,-19.33324086,3.267079139,-7.70743907,6.716913878,-11.88497949,6.66105845,-10.22898557,-2.250486938,-5.572860865,-4.273810148,-8.424474803,-1.003743478,-7.204176914,0.1034456,1.776436196,2.016802594,-18.33086394,-3.558130212,-16.77771514,-5.912129999,-11.32620255,-9.096626418,-13.50775893,7.170700783,-12.44720499,-1.73946336
30,-9.873455213,-4.196581867,-12.40130665,-19.3796537,-8.387403502,-19.29160134,0.877205983,-8.252270802,-5.406953146,-10.03443575,-12.05036692,-13.23853726,-8.225170738,-9.988284995,-32.40070888,-14.67323702,-6.200107776,-10.24387249,-9.399754446,-11.06561924,-3.211128584,-28.96020745,-18.44450539,-13.72879009,-11.37350756,2.647058785,-7.516189431,-8.038350852,-9.25925002,-11.76291121,4.354176852,-16.41088059,-12.05959528,-10.11792299,-7.309066008,-6.432773999,1.380277263,-7.191992596,-15.4625304,-13.18959583,-20.03212413,NA,-11.34234856,-12.49330129,NA,-20.43744438,-10.85995452,NA
30,-16.0673406,-4.513893608,-10.66325034,-30.82954917,-11.90868054,-1.535241969,-10.89456956,-16.35964042,-5.963659163,-1.034241183,-18.13355735,-14.02629981,-14.5200051,-16.90397811,-20.05586188,-19.95831314,-13.38123216,0.824738124,-8.018309796,-36.32255972,-12.83486629,-22.63428397,-13.50179368,-9.475017028,-11.78371128,17.07758874,2.797817149,-6.941465495,-15.01725374,-15.97117052,-11.2327939,-20.71362461,-12.10306969,-4.079177014,-8.585839912,-15.0095235,-20.47665982,-6.759945728,6.889859639,-20.11370163,-10.71391214,NA,-23.96027846,-14.22783471,NA,-5.838668409,-15.29085426,-32.91365052
30,-17.05662284,NA,-11.22273564,-30.96022346,-10.36548758,-1.007750579,-1.728223901,-0.521209755,-14.72510694,-18.47801192,-3.760006618,-18.94279362,-18.24507144,-19.92350656,-20.13120215,-14.35945216,-21.23089476,-13.09889826,-8.983324851,-13.71682229,-16.02430379,-17.39031852,-18.7393992,-5.317978007,-23.39867138,-6.768805101,-15.33390336,-6.121255724,-27.67540645,-16.34916539,-0.545582409,-23.40838049,-12.51858945,-12.00865165,-17.15075921,0.406060142,-23.46311068,-14.58933491,NA,-26.02810119,-17.95349801,NA,-26.26992702,-12.07705499,-25.62638931,-13.47153691,-16.18304418,-10.59322072
30,-16.64912446,-16.83410282,-21.21637884,-24.26482328,-6.055884969,-23.80933594,-13.42601059,-14.40245293,-7.239290428,-11.98301852,-4.818214805,-9.812085917,-7.235564767,-20.64283563,-21.42902493,-13.88713245,-9.652729319,-30.63812933,-16.70796217,-37.49375837,-11.7097143,-23.15913987,-28.44163174,-18.13463031,-4.085541777,-2.642121248,-4.635741425,-30.22428522,-20.61194784,-21.26924736,-10.57784897,-15.67225832,-14.95686322,-29.98708422,-2.931953202,5.347357839,-10.17581958,-21.98567652,-4.073736788,-11.29477877,-10.34771257,-15.89799877,-14.78942142,-14.27903157,NA,-19.08561891,-9.937237485,-22.67998206
30,-15.47499249,-1.093662691,-20.82537738,6.126365255,-23.20832307,-17.50616092,-29.21782275,-4.060222565,-11.93393691,-9.327804294,-12.32556936,-20.31963404,-17.46875979,NA,-20.18318425,-10.94863502,-13.71016806,-14.77180763,-15.21169237,-16.87720834,-20.82929462,-18.3723534,-23.78111375,-7.47150171,-9.983219379,NA,-15.05147189,-18.97448176,-18.0826892,-17.73334917,-16.53706586,-10.28510635,-0.687521339,-15.77533014,-15.3778298,-3.69340648,-5.684751816,-23.08678445,-13.07987998,-27.18778216,-23.78915831,-11.35813354,-25.81651672,-12.27128654,-7.920046089,-2.849274812,NA,-13.32902756
30,-11.75452955,-6.075270911,-41.61376115,-25.10958612,-23.87452686,NA,-17.53909493,-8.332165371,-10.72478064,-11.14413501,-17.76647706,-27.82329162,-12.91751617,-24.95148201,-18.87986427,-29.15047616,-3.349732443,-2.972202005,-19.25707596,-46.41042308,-14.65854976,-30.08419219,-20.40242407,-18.17776922,-16.18818243,7.548434007,-24.13532092,-25.41086075,-13.14558757,-13.0397665,-12.99211858,-22.694542,-19.66724782,-15.60108593,-21.59496549,-11.28915762,-13.34769768,-5.822193825,-7.190979044,-19.16045608,-33.34398536,-13.16260557,-19.70959147,-14.85699108,-19.20118797,-12.60137927,-12.81862928,NA
30,-14.47391073,-4.689843728,-32.00862593,-21.90237502,-15.08011089,-27.72593884,-19.63697131,-20.90719046,-13.27629914,-9.283802847,-18.62097845,-28.82058717,-12.6716976,-32.54066004,-27.78303506,-17.07421119,-21.33311763,-11.14273697,-22.93636931,-39.61983245,-19.24545202,-27.72843264,-20.04977912,-27.62441049,-11.63331201,NA,-18.34851833,-33.8572175,-20.38644084,-11.59891158,-21.32317122,-27.76959811,-15.05082607,-19.11570589,-17.35114577,-10.68193304,-20.63925996,-12.98566482,-23.32669647,-28.31297378,-30.67041936,-16.53247485,-26.07544688,-33.08714225,-10.14803886,-19.40781314,-21.16306061,-33.94693754
30,-21.86956602,-5.857138495,-25.97010698,-16.41882415,1.151505303,-20.28172092,5.697950558,-22.13536097,-18.72109197,-14.82163944,-14.05377389,-27.3101703,-17.90021183,-4.427675508,-28.10358711,-23.48472173,-17.20955191,-8.670812674,-12.06136823,-36.09658664,-25.61896337,-31.50019125,-10.36298433,-2.753543848,-14.80805961,4.598887442,-16.7808441,-32.74214963,-29.52511142,-18.54951134,-9.403126889,-22.80868481,-9.774363293,-8.748938491,6.105849785,-8.896149048,-24.03143007,-22.83355985,-18.30684801,-11.84117507,-19.47142043,-12.26713174,-19.94236985,-31.80999444,-22.6403347,-0.152266766,-16.38509815,-20.05260362
30,-5.06317524,-20.90894605,-30.14303076,-22.91390349,-14.82731035,-16.4796173,-17.70838012,-3.478591579,-17.34427721,-14.5014881,-16.924801,-12.48217029,-6.040966424,-32.10126661,-27.73994393,-25.80568416,-14.00957731,-22.78847555,-22.17311492,NA,-22.81850182,-29.01969957,-10.22676094,-17.84318723,-13.6147527,NA,-21.14668817,-22.07217603,-17.21399008,-13.6022433,-21.64412878,-31.10736463,-19.62704491,-17.52259104,-19.31163742,-4.17642026,-26.5267971,-10.28640763,-11.98802259,-18.05807835,-22.27172124,NA,-17.35262244,-32.43592974,-20.15222576,-19.15979072,-6.891510627,-27.25977427
30,-12.50795374,-21.35977533,-27.09259137,-16.93136244,1.148242333,-21.085136,-15.71135099,0.364738529,-11.02839488,-21.10600634,-12.2481821,-17.77368221,-8.270916366,-27.76590817,-31.08144677,-16.57973511,-10.52557593,-30.58444418,-11.05862219,-41.73845283,-19.41677332,-27.24210739,-20.65639793,-29.844228,-12.01462622,-11.61310568,-9.406489051,-13.79068829,-17.46902714,-23.61948224,-2.311692235,-19.08753747,-3.41987028,-19.21278703,-7.112226124,-10.73503935,-20.37488788,-18.96947201,NA,-13.20617008,-16.15241257,-25.73461025,-13.79068357,-5.952171927,-3.90920468,-24.46491987,-8.371062453,-16.70028347
30,-11.8545588,-15.08013399,-5.176030809,-22.74940209,-8.392074968,-31.05969188,-12.50330891,-29.9998608,-4.451483149,-17.0928304,-5.904364826,-18.8954627,-17.66806526,-22.76619486,-14.52041915,-17.7798548,-24.68576798,-24.89760334,-17.16281351,-25.76668899,-17.29233426,-32.65835083,-24.08688161,-22.65671707,-13.2031073,-9.783851076,-4.064280467,-14.86981202,-9.947190488,-16.90732483,-6.684054493,-17.07963279,-15.97062954,-20.8151927,-35.50600054,-16.79203944,-26.01879989,-12.27306961,6.087621936,-15.42464632,1.790534184,NA,-7.743008893,-20.2902419,-24.44069019,-16.68796217,NA,-24.5596259
30,-21.62538088,-14.26479802,-35.88882183,-30.73882479,-16.01810756,-21.32253387,-20.50027644,-15.95599834,-18.36950685,-5.899431061,-17.74107138,-26.4699767,-12.91724417,-21.44521988,-25.24977658,-25.65251051,-10.1915563,-5.704691891,-22.41962071,-20.71750877,-15.26585319,-35.56563961,-30.58837678,-21.67106576,-20.49850703,1.973531429,-25.64517624,-12.621276,-12.15485698,-24.00596867,-18.60898616,-25.21383269,-15.96857766,-12.8489571,-21.22038116,-21.55145301,-4.578288883,-13.01148765,-21.73281303,-20.93049202,-34.33979349,NA,-9.75160033,-25.2127576,-19.23767441,-20.15831057,-24.28445188,-32.37113346
30,-12.68356938,-25.71297206,-26.54322404,-30.56695068,-11.47635771,-20.11722682,-21.04444409,-25.48222206,-16.21660489,-22.46664018,-7.439905463,-17.73190418,-13.43774803,-23.46524127,-25.75798883,-27.85450715,-13.74270826,-31.35691345,-24.55539264,-16.47613612,-19.89748912,-30.56352241,-25.93250716,-18.00638592,-13.80763529,-19.27188093,-0.306676982,-9.827531974,-9.975765392,-20.40514017,-21.496352,-26.0717704,-6.972337751,-22.52503085,-25.39704862,-4.00813433,-20.01893767,-24.77327011,-13.75490903,-23.77658164,-29.14750667,-26.4756463,-20.00424522,-20.7137309,-34.97059983,-13.31320428,-40.56471675,-0.025426664
30,-27.95129788,-2.410776471,-27.50400301,-28.10320458,-13.79888412,-29.4550163,-22.45598183,-22.63757812,-16.53018292,-14.00622783,-17.68777606,-15.62450471,-19.08536304,-19.54897691,-27.13215495,-7.617570668,-26.82357738,-24.34281173,-26.64245172,-22.2777577,-21.75401822,-34.39614921,-28.17922615,-6.240021035,-16.80097431,0.552724427,-28.06820802,-5.293409974,-25.41127088,-16.59731877,-21.15591757,-13.95451157,-9.977177184,-19.46307057,-22.61159773,-12.80010277,-19.96176546,-22.84474348,-14.78397969,-14.35487689,-32.82151518,-29.69686143,-23.05498101,-29.58838619,-23.11575769,3.304506272,-29.87294877,-19.15591213
30,-22.36156744,-10.7266157,-31.7045954,-19.83826895,-14.40284105,-4.77973741,-17.35289444,-24.13003268,-17.92436155,-10.4349909,-22.42891001,-19.88992705,-8.747332599,-20.1228905,-23.34716152,-22.24187738,-22.08661271,-17.22569751,-29.7537797,-25.23773184,-23.88558379,-33.89662715,-19.39703954,-17.41627328,-22.29409618,NA,-23.25855536,-22.43715654,-12.90573661,-14.81173532,-24.94416418,-12.01201851,-18.15498744,-3.608028726,-23.62713081,-6.420831824,-31.36412088,-20.95320223,-21.10080486,-1.714032352,-29.87197166,-21.61860056,-25.00023248,-27.10229613,-21.47029503,-6.573535781,-35.31136253,-21.11903105
30,-17.20528437,-23.95489205,-28.92440458,-16.99140815,-5.913668183,-13.89972917,-16.35120276,-5.193278652,-21.12803177,-18.90104288,-23.38598392,-9.651090634,-18.97863351,-30.22723365,-26.05761261,-12.05737883,-1.779584819,-33.23130225,-16.20122664,-18.69411496,-15.53971819,-33.93428756,-13.991228,-17.71770336,-11.72754031,-8.45183487,-18.21338697,-15.95056715,-12.49573979,-20.62571574,-20.99047585,-12.27316078,-6.430502357,-18.57810299,-23.31711752,-1.59298296,-18.72126008,-30.50535145,-20.23462117,-19.7938537,-31.47513943,-29.54268873,-23.93127896,-28.96789393,-27.26987875,-23.14149368,-22.35569454,-9.183941656
30,-22.26623728,-13.71292791,-18.31529062,-24.06720348,-29.95697901,-43.57736334,-20.79848238,-30.57322153,-24.94670696,4.198196404,-13.52514134,-18.32776719,-14.49674181,-11.22971776,-21.68022247,-15.53419659,-29.89672317,-15.07752747,-12.93130774,-30.87217322,-10.23714083,-32.10162152,-17.71134116,-24.14238029,-17.25255445,-5.892728461,-2.642262315,-2.964252722,-24.75159295,-18.67026405,-12.67042774,-21.15006929,-17.72356569,-12.58266806,-10.56201515,-12.88831794,-16.27322972,-20.48125815,-4.470830853,-21.17046285,-1.109977552,NA,-22.73341135,-24.9343915,NA,-14.34585213,-34.08500152,-30.38112083
30,-12.18701204,-22.90173759,-25.63548214,-27.2879237,-17.40824498,-21.28230333,-4.868031599,-7.767385605,-16.11252678,-14.86825924,-6.642414202,-30.77354469,-12.95063319,-18.17469304,NA,-26.65110491,-0.935750701,-27.41905292,-18.24155929,-18.70197756,-15.69293663,-29.28960666,-31.07248795,-22.31948726,-1.735675662,-10.63387261,-20.94669972,-18.74304278,-0.564896436,-20.71807482,-25.63116749,-22.46287313,-18.5218515,-24.64334323,-14.36010613,-4.66406898,-19.42269207,-23.06676559,-0.728072325,-27.87835311,-18.25981749,-20.92680189,-11.05063951,-25.84754893,NA,-21.83721013,-19.47765169,-26.79175556
30,-19.08500471,-23.69055116,-24.48939522,-25.62351308,-8.335687945,-23.69890737,-9.841398637,-8.214728579,-14.91777246,-26.52565587,-15.67468203,-20.21872251,-11.65481039,-18.46853168,-31.34129193,-29.99529577,-7.060557706,-36.46242444,-11.78887063,-4.663235056,-18.66143717,-36.19959162,-19.05079397,-18.02682649,-7.464694585,-11.4657801,-5.093916016,-28.32567914,-16.34585354,-27.85385864,-25.73450493,-25.8828853,-13.64924202,-22.41115208,-15.56324888,-13.57862618,-10.52326455,-24.19890226,1.790911183,-25.15514089,-19.90681019,-22.23685844,-5.197880961,-25.34921652,-9.160042354,-10.14630554,-35.25367156,-31.68658562
30,-18.52480132,-23.24224371,-26.26232741,-17.36230317,-12.48580726,-25.56110992,-4.706130901,-20.55245541,-22.11294674,-12.92810003,-22.20890333,-21.52192346,-5.795424927,NA,-35.14682147,-21.99503819,-28.51832869,-17.25037057,-17.21032071,-29.07183688,-23.54168558,-31.84745533,-35.43674562,-16.4435411,-8.690990829,-12.91373065,-11.65246593,-20.20514585,-23.01878912,-19.38715791,-19.38808175,-5.114314714,-4.570406542,-28.01343595,-13.28490751,-6.752183337,-23.06127747,-28.08358098,-4.724052816,-15.6293323,-22.24024133,-32.36164682,-13.32000883,-27.94935759,NA,-3.652975796,-33.34948425,-14.05813265
30,-19.99541885,-9.479339079,-30.15708104,-31.06152833,-19.32463608,-2.523637048,-16.91380322,-17.5100443,-15.49410773,-4.075221513,-18.44818319,-28.12746315,-21.80385489,-14.37709623,-27.23361001,-26.25405266,-12.68396183,-16.72748815,-27.10200254,-17.65948384,-25.99607466,-33.0690503,-29.87434765,-25.73093964,-10.38893998,4.229664195,-26.57084401,-18.10123062,-0.581948599,-14.2969356,-24.46212616,-24.87344983,-22.06560239,-19.53464781,-12.97459363,-7.704187441,-19.52892931,-27.51372843,-19.17559952,-21.1998064,-16.40539383,NA,-23.35314428,-22.08261306,-15.33669435,-18.98039092,-16.69030644,-34.70781032
30,-27.7464068,-12.13531816,-25.24464296,-27.63011461,-15.19267684,-22.58483886,-11.90471009,-6.775491531,-21.09009519,-26.73958783,-26.58184408,-29.62804734,-25.86325099,-24.63441427,-30.97025849,-7.25602063,-28.13453165,-15.74787711,-22.80664418,-23.05619129,-13.58041764,-31.07226243,-21.18487194,-8.912245511,-20.654569,-3.008902295,-20.10819596,-15.11473519,-22.91457866,-6.791153732,-10.57149317,-24.86475293,-9.284516685,-15.43715149,-15.74573282,-5.803734776,-16.68648881,-9.827385353,-10.70306494,-18.72230961,-30.43936813,-21.1281437,-20.30526664,-22.7908054,-11.34913973,-25.29472115,-29.3492011,-1.673231773
