distortion,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
0,3.413618207,5.750383257,-5.106229364,-3.892823182,4.404366451,-2.419478864,1.637254649,0.445832508,-0.762779925,8.99235353,5.058495457,0.733614387,-6.859046526,-4.124009182,2.241494078,-0.736225559,-2.204731195,1.541369684,2.585589024,-3.826319956,3.934747566,-1.042243032,-4.007983582,-2.195067404,5.460177106,0.724171729,1.380202116,-9.383419278,-6.934187567,-2.421581536,-1.362404231,-0.442553171,-2.108112164,-6.18013171,3.609976211,-5.064586027,2.069081672,-3.162985695,2.523673044,1.331289288,-8.088566275,2.252848076,2.523243222,-0.460978559,8.405322465,-7.224901161,0.267012003,-1.252445832
0,5.06065392,-6.179273994,1.394275729,4.346610723,4.307492092,-0.531341314,11.85180448,-7.492573293,5.375238184,-2.995368075,0.694043142,-8.142250098,8.088477996,0.409961724,-9.021104302,-2.837864504,11.07995221,2.674088195,-2.79043427,-5.654636315,7.072969804,-4.725478022,-4.364872446,-6.114786329,-12.69188178,0.533376,11.54622559,-8.616601758,5.239068628,-2.596972013,7.915452123,-2.751676017,-7.782255927,-4.061953127,-2.037431119,-1.820437078,11.50103602,-7.498426235,2.593625088,-4.809722174,11.46897377,-4.082502482,0.849016468,-4.30239015,10.80827992,-6.984800366,4.999408287,0.188078665
0,7.306406376,-8.997180146,-0.608664947,-4.841073818,4.580490287,8.076184051,4.511797135,-5.580113529,4.674368706,2.169622436,-10.65309091,-1.665699942,0.079590546,4.658577966,-5.784161686,-5.050434855,4.162822814,-4.92869412,-2.155744492,-1.230145577,-6.327741607,-5.433956463,-0.00949796,-4.283631355,6.43596925,0.603895592,-6.348905398,-4.952152562,12.35628588,-0.902016935,-6.557258692,-4.238814414,-8.353355356,1.419210625,-6.897852517,-4.507502278,-3.33104824,-5.037600373,-8.563565505,5.334641044,9.210191221,-4.718084315,-4.712953772,1.041318679,-4.088514597,-1.528768501,-3.009181635,7.178791954
0,3.455801557,-3.383426552,6.814680735,4.187938943,4.463574468,-0.293171351,7.973932355,3.983242042,1.023610603,-1.573765767,5.376819893,4.129012904,-5.612775017,1.818642223,4.693105368,-2.958367393,-4.663979121,3.923891902,0.05569597,-0.91423356,5.008788405,-8.517211935,2.043937963,1.240816292,-2.21324102,4.625087744,3.83759475,-5.301973603,-1.916227939,-1.866421957,-0.384675391,2.046369729,4.27944806,-0.771831939,-2.584151786,7.237450096,-5.790951019,-8.246854699,8.674106347,1.360755449,10.92748072,-1.368372771,7.862772817,0.781751575,6.017777407,-0.156619443,1.711661617,-0.399142398
0,-0.865877266,-2.080542868,-4.763991154,-0.676274269,-7.853596147,4.03556742,0.2951384,6.479292361,-2.634622076,7.232446014,-0.439331506,6.328357195,5.900033844,12.11800883,4.739302414,1.010315091,9.879929009,5.27321671,-3.171673281,2.337838256,1.058515301,13.81303091,7.370744694,3.348683389,-2.315059987,10.96576763,-9.540152361,3.218179481,-1.36613385,3.701672076,-2.331807908,6.829113754,-1.239663988,3.43762101,-9.998068101,2.774520158,-5.05029609,-0.771663787,-0.518180055,3.329440014,-6.737191685,5.069855955,5.118126763,-1.262907378,NA,-2.367038182,-7.258037795,0.837871267
0,0.711156752,3.010148496,-1.210721176,NA,1.289049246,6.634696073,-4.844998243,-1.529491907,-2.700580087,-1.631864739,-5.806593513,-3.155913554,-2.7546156,-2.704808621,9.983919378,-1.664269731,-9.617591414,4.913015583,0.217314083,-0.588008123,-5.766438299,0.152044295,-6.876021429,-2.992193511,-5.284101522,10.82219527,-8.398419313,-14.41878588,-0.871462299,1.007297001,-7.204339669,2.88293484,3.385806581,3.15859864,-5.764803581,2.476265022,0.07098765,1.448312924,7.483563528,5.470864021,-2.963338418,0.127651741,0.550638623,2.563861977,10.34069791,7.752802268,-6.971881552,-1.321772819
0,-0.107049035,-2.348528118,-5.696668491,-6.116938316,8.469633622,-0.919200075,-6.220129362,6.239524489,-4.795374081,-6.413843714,-0.583781,2.437597024,4.004745092,0.052292809,2.586769615,6.085053181,-1.270164589,1.804958904,-5.098449686,0.77975434,8.629315804,9.700926721,2.231631356,-1.008817151,4.796646202,4.875896501,-9.185261583,-4.850999559,4.074262576,2.40312037,-1.324737159,11.77853976,0.67861567,-3.441955746,-3.563165924,5.626314253,-4.687554007,2.746069439,-11.48680755,0.794002903,-2.399311426,9.358616343,-22.86151068,-1.145704392,1.950633781,1.638806235,-2.459374867,6.836352328
0,8.639990173,-1.419430066,0.05491532,-9.163564728,-3.610125681,8.085588336,-6.855878625,-1.591393182,-1.239960351,-2.182180343,7.926108099,-3.849051341,-5.472327806,1.819244828,-10.03207443,-0.692525369,3.398079682,2.192790282,-5.379751877,-7.263392829,2.558065023,-1.73933202,-3.740312318,-3.09226262,0.904507037,5.266019456,4.830171974,-0.731236227,-4.705738339,-0.55537161,1.937100847,-7.650153063,-7.435722814,3.624089405,-0.988663522,-4.697508884,-2.956646761,-2.843764843,-5.677260624,0.236004278,8.815282953,-1.934038102,13.98719669,5.758135373,2.737527749,-3.793859033,0.378340382,-5.604747052
0,3.437367346,0.928024762,-1.641852067,-5.100925936,8.707967566,6.029609329,-3.703237101,0.675013993,6.638222504,-4.975931648,2.700927148,-0.633480843,14.39958793,0.019073938,-5.442482564,-5.669789695,0.169608056,-0.61334589,2.685412475,1.82041618,3.929610296,-2.427888327,5.369718219,-0.835207251,3.614916204,-2.170049714,4.860092081,-11.14025826,8.912256612,3.33435861,-3.095868947,3.14637992,-6.455372405,-8.304333617,-1.22058301,3.078667933,-0.42593204,-3.475380713,1.175817793,-7.657710395,7.20029479,3.91035185,4.895588767,-3.092181052,-2.636557442,8.50576611,-0.361491936,-5.585741615
0,8.029369663,-2.375115604,-1.224705088,-3.047614216,6.523424638,1.258162305,6.203503309,-7.76821459,4.481497301,-3.446549046,5.590631529,-4.868201351,-2.04189403,-1.640554215,-7.105678113,-8.98325037,-2.902719729,-0.331082408,-8.933397789,-2.250908207,-2.441647337,-5.143565068,6.944835429,-9.709290591,11.28737389,-4.430947751,-10.00132826,-15.64866626,5.077008018,0.108671528,4.034481523,0.92312104,-4.455907966,-6.645738761,-9.970998362,-0.41427865,11.86931034,0.430087319,-1.70929868,-7.584656129,-4.710017769,-2.430163365,-2.083549069,-2.827219245,-1.779239093,1.145457881,5.233659136,-10.23418041
0,5.262557559,-6.284425428,-5.280424913,5.931808953,2.129800581,-3.456004255,0.555257343,-6.407923357,4.11126085,-21.43573087,-1.399518949,-1.270329646,-0.193446663,-1.970976077,4.956466192,-12.25666658,-10.34813931,7.733401728,4.068564438,-2.458427307,-1.660587988,3.128461497,3.471605898,-4.362006575,2.386997676,2.291038507,-1.177957714,20.45245627,-5.189452422,-1.00825791,-9.110592816,-3.303670349,-2.524184094,-4.510309045,-6.161293518,5.371712589,-0.46807629,-8.773423499,-7.094432147,-1.774721168,-0.526297449,0.616498563,-0.160005625,-2.83874214,-0.263213872,8.270417703,-6.74299018,-5.156398941
0,-1.975000186,2.626310973,4.410485778,1.163501467,-1.393739528,9.682594865,1.902879125,1.263801042,-2.085923792,4.785774229,5.323760428,-1.167681043,5.817895595,-4.530051567,1.553139433,-2.441336578,-5.87561548,5.743237682,3.51690268,-2.225769658,2.073553116,-0.75196521,1.886743115,0.660746225,2.256918012,-0.015391462,3.486052147,-2.882499839,-0.117114203,3.337152683,2.066661929,5.945012677,-2.688750497,-3.045287762,-2.661089794,0.789363404,5.909373194,-3.404326997,8.529095633,11.00471406,5.38775671,3.182884409,-18.84164902,2.63954453,-0.915593905,-11.25400205,-0.215462419,-1.491581372
0,-9.363883901,-3.126762618,0.057716076,-6.106194149,7.096951005,7.429973486,17.07417288,9.557344502,-1.541340717,10.20146828,0.327441056,-0.746927161,-3.33053496,-2.001412709,-1.09927982,-2.491279731,0.818990469,6.021418419,1.579761779,4.634316435,5.152030171,0.976894737,5.899765549,-6.947533987,-0.558623587,-0.200088251,-2.738166615,-6.233285889,-9.04855437,2.222933093,-0.474741212,6.663061803,1.26446905,4.21219019,-0.410063832,6.902925737,-7.388047562,1.980924261,10.57744514,-2.474245461,-6.418963871,4.042155437,-7.541402799,1.011498402,-4.384018468,8.969827836,-1.636789355,2.928324797
0,4.245306118,-5.621862238,-1.207841179,-0.828239759,2.86507882,0.142747328,-6.289225577,3.260147611,-2.738313418,-10.02188383,-3.806010629,1.738114397,4.622525333,-3.970964347,5.716495318,6.589692508,5.555675457,1.326056707,-1.472764429,-2.62394049,-0.32474709,1.403259903,10.16587529,4.532627133,9.160918176,2.359318714,-7.600290979,8.93785609,4.808419777,-3.226295968,1.954375043,5.007929571,4.473820081,-6.63176303,-4.792232644,4.49274459,-3.454690462,0.150602719,0.932387212,3.63898073,1.271331369,9.259347826,-8.668854681,-8.624129964,-2.984152282,-0.872625931,-7.479104236,0.034363473
0,-4.210818646,-0.697776404,-1.383390439,1.49439081,0.295621634,-4.533154022,4.699716241,3.274593745,-2.104916215,0.216309787,1.734900732,4.975338329,-0.544630684,-4.843673926,-4.50177836,-4.986406643,-2.139100874,9.921489144,-0.913708494,-3.844909627,2.093972994,-2.357495226,-8.562307313,-10.8474103,-7.364545278,6.460512915,12.5492115,-4.741260568,-2.354242387,0.790204151,2.412320205,3.794259581,-0.180699855,-9.653136948,2.922787305,1.091100472,-6.364563323,-3.268903064,8.801808164,-0.303896913,4.952587951,0.289920116,-3.522618361,-7.480354842,NA,-3.383304691,-6.917373521,-2.142945041
0,0.524576564,-0.579843343,-6.157720932,3.426266332,4.087634418,6.204438143,2.714263083,7.717424162,1.87894521,7.556496272,-3.497945878,-0.339415292,10.26163709,4.007295604,-4.297660249,1.384816342,6.044872203,0.991813351,-0.317731109,2.077055765,-1.252098521,2.611500054,2.499618066,-0.0216534,10.25460495,7.323137427,-11.61109501,-9.191341906,-2.585876039,1.530821305,-3.904078664,0.624773759,3.582069578,-6.297243221,-2.829687155,5.219271315,-3.715548257,-3.38879662,-4.958712778,-1.659831248,-0.601985998,-11.69777241,7.415605582,-3.631396582,-1.029364532,3.115214666,2.456610933,2.179106979
