distortion,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
0,-35.3414527055625,-0.772703829505332,0.507635191980427,4.10598199823941,9.01929014044902,-12.9094458772532,-3.01279125617401,2.41038456039807,14.2447033864382,4.91080284660892,-2.55283576642859,11.3096345684438,NA,-2.39463859760299,10.7970931666897,NA,NA,-3.44249416409563,NA,NA,-7.27793687103843,NA,NA,0.801195418020868,-11.0948105623469,-9.56633460586283,-3.07314369148841,3.50441880614746,-9.63681056267159,1.17471700862528,9.0673977059901
0,-44.3314373704599,10.5502554065528,-1.32956643207514,-1.04964209989433,-2.09141358166018,7.91191936733296,NA,-1.98160788814269,-3.72380041775088,45.1783681085846,0.79932521588205,-18.3174916353056,5.27576086714564,7.91069324640863,16.866437737905,-13.4901185914144,8.53113747960852,-10.5767417551685,5.07136515278695,NA,NA,NA,19.3326028384699,-5.29173925533895,-3.96957270160495,-9.67632153754453,-12.3993745470402,-5.58086929468257,-7.33257329031858,1.38540282909182,4.45660961665176
0,4.37316514702272,2.59790537780079,8.60978565812802,-7.60629357210745,3.93221467472998,-3.26134625300905,24.2290617432282,0.12630378129149,35.7123130063394,-24.5575044409726,2.66244015592881,0.642439289405175,-6.40019721892685,10.3343471611115,7.9744222317437,11.9612454071608,8.49884085206875,NA,-7.50161732592343,NA,-8.48002955872863,-6.65854921614535,-9.1772873575833,9.92053212540357,-6.73968573713599,-0.454683996416037,-0.1004670828518,-3.6313533321841,-5.82272007343134,23.570882733291,-5.76508365262083
0,-34.4307330352928,8.36316959337945,13.589525546426,-2.6575335036347,-7.26665223776308,-3.83236767651074,NA,1.51152357039885,4.39911401329613,9.47291734205133,12.9969074385119,-13.8710826934057,10.6207550341681,-2.41380167027593,5.91011656874301,-20.5350644655801,-0.412328418074168,13.8506675025219,-1.02408069243988,NA,-2.94074204059399,1.6998734606519,-2.66663491607656,-8.28975550658523,14.0922971770252,0.114390725283229,-1.11294966574647,4.98848364743066,-9.68582796471264,22.3486544670118,1.68028760612154
0,-35.865873477102,4.28564216178239,10.1981213800383,3.67221096212496,1.59864503626058,-11.6162760066509,-7.17917777441717,26.6706572506925,4.11669940517682,-11.9763197202581,10.1964857966507,12.0511047435493,-9.12231912284703,6.46142210306996,17.322217281759,-11.10458365931,12.6389992850041,13.1387127947146,2.7190228834879,NA,7.63871890827275,NA,15.5345323048771,-9.53211656439821,-15.4831123252634,0.857634506992468,-2.67254535275842,-4.33796318049779,-7.88434924071738,0.0139226131188366,21.4788215045064
0,-3.3615976288844,-8.4915364591979,7.30160008539397,0.424457293981874,4.65714531096746,-13.0659109592188,NA,-2.80904745477093,23.2420303534051,-8.7380310064362,20.2953265968776,-3.18596076908712,9.04805726699914,5.07595278164483,11.8777278638294,8.36433552563142,10.2086848281579,0.498951191437342,7.66174797286145,NA,-1.35937768197813,-7.2563542383963,-4.42802118260941,16.9965240753193,-19.2100463781906,-2.63990895385209,-7.76365144181304,8.90885491769964,3.51634699635205,6.57958613391932,-4.67939165662696
0,-37.3605259954057,4.09621245617704,4.56950657501071,11.0557336489539,3.10740184804385,21.5902084285191,-32.1099963884777,20.4528033332591,13.0260557032368,-18.9634331708054,0.573099787200306,-8.21340793335976,-1.63735051657581,8.1515540432721,11.7439202660235,-1.65453470105484,3.28266367042987,-7.60706804918915,7.64368398166428,NA,1.95893874230387,NA,11.441606813709,-2.89508749793769,-4.68763225228579,-10.661557706296,3.51479939570183,-3.67447961263531,-12.3130596586161,-19.7874494546536,28.0930151322505
0,-14.590097666669,-0.228167368858266,-3.16189379903168,5.93840472943404,2.82282305657989,-0.0954471514497044,NA,3.5247144804125,13.4758967644808,16.3432235894627,4.12561593806565,-13.2011908916348,4.54893052814023,-3.50098028648148,4.56468131429907,NA,NA,-6.42218071673422,-17.2998661310515,NA,-4.22853933067253,-12.1708739510153,NA,-1.06826293591539,8.01046061199455,-15.8159575601129,-4.45705820033129,-1.63807940117651,-5.63230761347914,-7.88551674928432,-3.6272282217719
0,-30.9801628585087,3.88982842466395,5.23078335779736,1.58273949294846,2.55354871302693,-6.29889727749163,NA,-0.0564167466486936,17.3349214666394,-8.24175916683463,-0.198230289966631,0.438570098571276,-0.843639784079542,-1.72214408591054,13.792156274256,-1.14752761868013,NA,NA,-10.9611216861733,NA,-1.20317776294205,-11.8688196796217,-0.974680751506689,-7.35059735907721,2.98603555603064,3.90817915981592,-0.975133564833953,4.80754931660766,-8.01428077494468,-3.98782951862239,-7.88547436840972
0,-40.5260527924102,6.0961582991802,12.8296685999281,6.25297116660056,-2.30508709494779,3.71424763866528,5.6954507340633,-0.110502403106466,1.44990928429957,14.4631589780161,10.6020655538425,16.5921148513239,-7.30488794803334,0.99629313885309,18.8119238377011,NA,8.99324000445861,NA,8.61626559442901,NA,-5.16548787716096,-12.6222732126248,10.4440242383052,-6.56900987504952,-1.98788304253938,4.49877708788868,7.56156496485606,10.7769126663064,-1.63793649275357,-3.06413445635367,12.6323987610062
